id,name,barcode,category,description,quantity,price,cost,weight,expiration_date,date_received,last_updated,status
cee6d10e-b40f-4564-bd16-15a3a3f55e4a,Chickpea Pasta,MC48 5401 7488 63SF BDBP TUJD X21,Food - Pasta,Healthy pasta alternative made from chickpeas,2199,908.77,943.0,14.86,11/28/2029,2/4/2025,1/7/2025,Active
d8e77008-22dd-4cd8-9cf7-a9f11e383560,Peanut Butter Pretzel Bites,BA70 9704 7101 1543 5173,Food - Snacks,Crunchy pretzel bites filled with peanut butter,8250,163.98,974.29,53.95,8/7/2022,1/6/2023,12/22/2025,Pending
c0bcc61f-e2c5-4293-8400-914238e92d59,Sunglasses Case,LI72 9128 7AEY WHJ9 LRBG Z,Accessories,Hard-shell case for protecting sunglasses.,3259,968.73,304.1,24.74,10/15/2023,12/14/2028,10/9/2025,Inactive
17c49a3b-a55b-42e0-9cdf-5b916d4e0687,Smartphone Photography Ring Light,AE33 6553 7839 7399 5556 770,Photography,Portable ring light that enhances your photos with perfect lighting.,4684,368.57,514.36,3.85,10/23/2025,10/9/2028,11/1/2023,Active
c11b23cf-c73f-46fc-9cf4-d3deb0e3c272,Sweet Potato and Chickpea Bowl,LB31 3296 X2VG DPG2 LQ2Y EDJZ 9OUR,Food - Frozen Food,A nourishing bowl of sweet potatoes and chickpeas with spices.,1512,940.64,519.1,20.21,9/8/2027,3/2/2025,5/7/2030,Active
8c6a5510-5cd0-44a8-964b-d8e9b452865b,Professional Chef Knife,EE73 1331 4451 5478 8662,Kitchen,High-carbon stainless steel chef knife for precision cutting.,3066,726.27,772.51,39.07,1/25/2029,12/25/2024,3/21/2022,Inactive
ad8e22a2-04a5-475d-a6bd-940690ed25d2,Smart Light Bulbs,CR50 4645 9438 6305 7036 1,Smart Home,Color-changing smart LED bulbs compatible with Alexa.,6224,964.67,637.67,54.18,7/20/2022,12/1/2025,8/14/2026,Active
a83999aa-af36-471e-ac77-e91f27dc27a6,Electric Food Slicer,SI87 8574 2549 5137 619,Kitchen,"Versatile slicer for meats, cheeses, and vegetables.",4203,615.36,532.95,40.48,10/11/2023,12/22/2025,11/9/2027,Pending
2293bcd6-a543-4384-bbca-c32964b71c58,Toilet Paper (12 rolls),GB32 CNDK 0733 1668 2978 35,Food - Household,Soft and strong toilet paper for everyday use.,3211,579.97,177.26,57.66,4/17/2025,12/29/2029,10/28/2030,Inactive
f5014d30-81ed-4a3d-9dd6-5a33b6898fc4,Black Bean & Corn Salad,IT05 J558 7813 028Z EGDS Q9AX HQK,Food - Salads,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",6284,41.01,187.54,59.17,2/12/2027,6/12/2022,2/20/2026,Active
22f31380-5e10-4239-8076-77551acc314b,Electric Stir Fry Pan,KZ62 090O EN91 4NFT FCI0,Kitchen,Large stir fry pan with non-stick surface.,2398,248.47,573.37,35.69,9/7/2022,10/12/2024,8/28/2022,Pending
91616c30-d378-4d5a-889d-4dbf010888cd,Mini Cordless Vacuum Cleaner,IL06 6758 0797 3252 2599 127,Home Appliances,Handheld vacuum cleaner for quick and easy cleaning.,7902,184.67,268.95,52.85,3/10/2028,6/30/2022,10/18/2027,Active
d1fe9f89-351a-400a-995b-d1e9611d3491,Cucumber Lime Sparkling Water,CY89 4102 0027 RZJ5 QZYH BC7E HDSK,Food - Beverages,Refreshing sparkling water with cucumber and lime flavor.,7623,800.06,807.99,36.71,12/27/2027,10/25/2027,9/11/2022,Inactive
10d29488-30b3-4533-8142-62719bf76cf3,Tailgating Set,MC28 4940 9916 99KA K2TP KL6H U39,Outdoor,Complete set for grilling and tailgating fun.,6639,881.95,258.21,77.17,12/24/2026,5/22/2028,12/19/2022,Active
aeb1ffdc-fd57-4ffc-abf0-bd5d549fce40,Dried Cranberries,AL67 0636 3582 FPUX 0GIY YUOW RSPF,Food - Snacks,"Sweet and tart dried cranberries, great for salads and baking.",9202,289.41,500.62,23.57,12/4/2025,1/1/2022,8/5/2026,Pending
2e40c098-7916-450f-9b84-b1423040c451,Coconut Milk,NO52 0551 4572 779,Food - Canned Goods,Rich coconut milk for curries and desserts.,4805,353.89,23.41,11.01,8/18/2027,5/1/2029,7/6/2030,Pending
c8a306eb-9726-4fd5-be5f-eec634d825ba,Carrot Ginger Soup,RS32 7880 1868 8743 7029 35,Food - Soups,"Smooth soup made from carrots and ginger, great for cold days.",171,574.61,398.31,92.98,5/24/2027,12/30/2022,9/23/2027,Pending
f93914c6-ec86-4b35-8a08-306a4ae8fbc8,Almond Flour Biscuits,CZ29 6577 2381 7859 6749 5746,Food - Bakery,Gluten-free biscuits made with almond flour.,2820,855.56,491.42,41.07,9/24/2026,8/2/2029,11/14/2027,Pending
a63ef583-3fcb-49c0-b191-89eaca6e1c35,Californian Raisins,PL63 3765 1374 8396 0995 4797 7719,Food - Dried Fruits,"Sweet dried raisins, perfect for snacks or baking.",9218,77.97,888.66,37.77,11/4/2025,12/6/2023,5/16/2025,Active
4911f848-b853-4b6d-8fac-478a518e84da,Teriyaki Chicken Wings,IE13 ZCSC 9683 6928 4072 34,Food - Frozen Food,Flavorful chicken wings marinated in a sweet teriyaki glaze.,9861,603.97,388.03,13.88,7/6/2028,6/6/2022,10/21/2027,Inactive
6efc253a-7510-4e4a-9030-1f121ad906ce,Waffle Maker,PT52 3327 5692 2249 7148 2915 8,Kitchen,Make delicious waffles with this user-friendly device.,6667,106.4,416.33,25.68,9/13/2024,11/8/2022,5/20/2026,Pending
4ea2edfa-a2b8-4e54-adb5-f35f20589600,High-Waisted Skirt,FR30 6524 4470 77V4 QESP JB5A W60,Clothing - Bottoms,"Chic high-waisted skirt, perfect for professional or casual settings.",8109,44.9,568.18,68.33,11/1/2025,6/23/2022,2/10/2023,Inactive
fd1ff77f-394f-4b0f-bf04-aa47251093d0,Pumpkin Seeds,IL10 6149 6088 3536 7494 090,Food - Snacks,"Crunchy roasted pumpkin seeds, great for snacking.",2675,803.97,888.36,73.8,1/1/2025,6/21/2022,11/25/2029,Pending
5cf4d868-d65f-4bbf-adfd-a199b92a5013,Cinnamon Roll Protein Bar,PK44 YROP 5P5E 4LPH NWAG 67NO,Food - Snacks,Soft and chewy bar packed with protein and cinnamon flavors.,8060,372.03,223.14,81.21,11/20/2026,7/13/2028,5/25/2026,Inactive
59e7ffc2-7249-4a2b-889b-55313953139a,Trendy Bomber Jacket,LV52 DGKI RCVO A37H O4Y1 S,Clothing - Outerwear,A fashion-forward bomber jacket to elevate your casual looks.,1608,998.43,765.66,47.45,1/5/2024,7/12/2025,8/11/2023,Inactive
6270bf86-6f7d-4586-b60a-4940906128ef,Peach & Mango Salsa,GL90 4409 3878 1043 14,Food - Snacks,"A zesty salsa made with peaches and mangos, great for chips.",800,899.75,327.71,16.2,10/27/2025,5/24/2028,2/1/2029,Pending
7587331c-a610-458c-a1ab-50db426e7d50,Air Mattress,IS47 2517 0660 7979 9137 9716 36,Outdoor,Inflatable air mattress for convenient sleeping.,5967,325.82,47.3,73.22,3/11/2026,9/26/2027,8/5/2027,Inactive
845e247a-94d6-4b94-96f4-72cdcbffe20a,Laptop Stand,FR47 1880 0825 65AV AZIQ SAKH N97,Accessories,Adjustable laptop stand for better ergonomics.,295,537.65,176.95,33.58,10/26/2029,11/10/2022,3/22/2023,Pending
e4bca66f-c3a5-40e7-80da-dc5315727562,Smart LED Light Strip,MK35 655U 5SPP OZUB C05,Home,"Customizable RGB LED light strip, perfect for mood lighting.",5081,294.8,189.92,61.62,5/17/2022,8/12/2027,9/7/2023,Active
69da4d42-d7b8-4264-a635-455fe1adebce,Kettle Corn Popcorn,KZ04 881Q PUH9 FAAY HEOU,Food - Snacks,"Sweet and salty kettle corn, perfect for snacking.",5050,776.54,799.44,73.93,12/26/2030,5/30/2030,7/31/2029,Inactive
4747fa92-3e35-430e-b640-510227c588bf,Chia Seeds,RO93 PWIC BLKI XHED 5HFV ZXWP,Food - Grains,"Nutty flavored chia seeds, packed with nutrients.",790,69.55,179.95,39.88,1/16/2023,11/30/2027,3/15/2030,Pending
e0d1eb44-3aeb-4af3-b769-8e6de96dc021,Travel Orthopedic Pillow,RS51 6132 0216 9963 6811 58,Travel,Supportive pillow that provides comfort while traveling.,360,69.46,472.54,30.55,9/1/2025,8/9/2024,11/20/2028,Pending
87e1890a-d786-4879-9f69-61a723add411,Flavored Instant Oatmeal,AL55 8402 1441 DG3G BMOA 4PIZ U0NX,Food - Breakfast,Quick oatmeal with various flavors,188,237.98,513.75,5.86,9/6/2024,9/9/2030,2/28/2022,Pending
881d4188-2dcf-4d47-bde5-b51fd1f110df,Wireless Charger Stand,BE92 8598 6941 1083,Electronics,Convenient charging stand for smartphones and devices.,5574,888.08,119.37,8.73,9/23/2025,7/14/2023,8/1/2023,Pending
7204eb80-7f00-4bb6-91cc-e49db71cc9dc,Heart-Shaped Baking Molds,GI86 TADC HJAA GHSE IBSI EI2,Kitchen,Love-themed molds for creating desserts and treats.,8343,16.24,1.5,12.2,10/22/2025,1/5/2028,3/18/2027,Pending
1bc1aa5a-dfc6-449a-aa77-459b568fb012,Spicy Avocado Salsa,ME12 7183 0261 4229 4401 57,Food - Condiments,"A zesty salsa made from ripe avocados, tomatoes, onions, and jalapeños, great for dipping or topping.",8723,531.91,513.09,2.59,11/9/2029,12/9/2022,3/6/2023,Inactive
46cc981d-8b0f-47f1-a9c6-15814cde19cc,Portable Hammock with Stand,GI36 ZNZW RCO7 ONAF ISLR EQO,Outdoor,Lightweight hammock with a sturdy stand for relaxation anywhere.,6196,736.04,623.42,42.66,7/15/2030,10/30/2029,6/9/2028,Pending
22a08587-f7a5-4673-8734-33d6781d6e32,Cabbage,ME35 6340 4967 0962 6312 91,Food - Produce,"Fresh green cabbage, great for salads and slaws.",8279,927.27,481.05,64.87,3/2/2026,10/23/2025,1/24/2028,Inactive
b0f7b7e2-ee3c-441d-ab62-e7a7bcffd64c,Woven Storage Baskets,GR27 7179 1141 PIKC HL4F VUUI Z8G,Home,Stylish baskets for organizing various items in your home.,777,516.74,3.43,33.78,3/17/2024,11/11/2027,9/21/2028,Pending
cc12cd16-48e1-4b20-a991-9287f8cf712d,Organic Granola,GL75 8683 6500 5583 63,Food - Breakfast,Healthy granola made with oats and honey.,162,530.65,909.32,90.02,1/9/2024,11/19/2027,8/5/2025,Inactive
c4bc6de7-7e0b-4a04-b604-4cb13822d9a4,Vegetable Lentil Soup,MD15 82I3 CNZ4 SBMM 7G2Z ITFX,Food - Canned Goods,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",873,791.72,943.47,86.12,10/29/2024,10/29/2026,12/18/2026,Active
f5ba04ca-a4d4-4653-9fab-7b6898105347,Elegant Lace Dress,SA16 63CW BYG6 LHJV EYPE PKTV,Clothing - Dresses,A stunning lace dress perfect for special occasions.,298,971.85,770.45,95.52,7/4/2024,10/31/2029,8/21/2025,Active
23d203e8-c839-4c88-a7b1-7c763f12008d,A-Line Skirt,SI25 1687 3997 3639 744,Clothing - Bottoms,"Classic A-line skirt that flatters every figure, perfect for work or play.",4851,239.91,434.88,96.56,4/11/2024,8/29/2025,3/10/2026,Pending
9f2d5f18-4327-4c47-a88b-41ac05b6d02d,Honey Nut Cheerios,SI05 7644 4337 5900 645,Food - Cereal,Classic cereal made with whole grains and honey.,4866,141.82,712.81,7.52,8/15/2025,5/17/2030,6/4/2030,Inactive
64b2a3df-6a65-4a6c-9016-695fe9462a48,Digital Wireless Meat Thermometer,PT62 2609 6732 2199 9241 6234 8,Kitchen,Bluetooth thermometer that alerts you when your meat is done.,5778,589.2,365.56,14.75,4/20/2024,1/24/2029,12/19/2029,Active
95ebab2e-82da-4927-9be6-c05dc4347c59,Nutty Quinoa Salad,IE14 YYFN 1994 3762 5159 78,Food - Salads,"A delicious salad with quinoa, nuts, and cranberries.",4204,70.25,214.03,82.78,10/9/2024,11/14/2025,7/6/2025,Pending
795b2862-b41f-4d8a-9252-8165384a821b,Lasagna Noodles,VG12 DMXB 4525 2366 7864 4094,Food - Pasta,Wide pasta sheets for making lasagna.,6740,982.51,657.21,27.65,9/15/2024,3/5/2030,4/8/2022,Inactive
515ff28c-4a6f-4ea5-b561-849411c2af92,Artisan Flatbreads,DK25 2655 1158 5715 42,Food - Bakery,"Thin and crispy flatbreads, perfect for dips.",5844,889.99,364.17,45.62,6/30/2024,1/23/2028,4/21/2026,Active
4d16cd15-3219-44d5-9aca-bf730e6853e6,Honey Garlic Shrimp,AT42 5726 4018 9840 3567,Food - Seafood,"Shrimp marinated in a honey garlic sauce, ready to cook.",7748,376.83,162.35,41.91,5/31/2028,7/29/2027,9/28/2029,Inactive
565e9462-7a78-4616-8ac8-4cdeefb4be8a,Plant Pot Drip Trays,PT32 2753 8329 0897 4924 5236 0,Garden,Prevent water damage with drip trays for potted plants.,8841,482.66,543.5,41.86,10/2/2030,4/3/2029,5/12/2029,Inactive
75710dcd-514f-4e95-a2b2-f18a224e68a4,Organic Black Rice,GT29 0EOC XXVD 3QJ3 I86N VKDR OONO,Food - Grains,"Nutty and chewy black rice, high in antioxidants.",8963,456.49,6.43,82.03,3/4/2023,11/17/2027,10/13/2028,Active
c1509de2-8143-4439-86cf-d7a2d9c0a5a4,Athletic Compression Tights,FR48 7587 8635 38OR JIUZ ZPLF I53,Clothing - Activewear,High-performance compression tights designed for optimal support and comfort.,4212,981.42,473.13,83.65,7/12/2025,2/23/2027,1/30/2027,Pending
41f55f66-1c8a-4e84-bf64-4662d57ef88a,Personalized Pet ID Tags,IT30 X986 6487 855X LUMY QDOO NH1,Pets,Custom engraved ID tags for pets with your contact information.,8773,395.32,91.65,38.05,4/27/2027,5/23/2026,7/23/2026,Inactive
68119b8c-3218-45e8-846b-e32b99f7d6b5,Italian Meatballs,RO18 VQMW D93W YJHN GBCF AVPS,Food - Meat,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",3609,809.08,112.63,95.66,1/26/2028,9/22/2022,3/7/2030,Inactive
32a10d50-43f9-4765-a89b-a804c5646720,Luxury Bath Salts,GT73 YYMH AUDV UABG JISV VMZE RAWL,Beauty,Scented bath salts for relaxation and self-care.,9043,333.43,916.38,30.46,10/1/2029,9/4/2023,9/4/2022,Inactive
79639422-d9b4-4eae-8e60-4a9463f70524,Balsamic Fig Dressing,DE43 2464 2679 3751 5397 07,Food - Condiments,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",8295,429.93,388.27,88.67,5/2/2022,3/19/2023,1/27/2023,Pending
48d9053a-cf12-47c0-ab86-c3acbdac1f46,Sliced Bread,PL28 2312 8321 7550 5753 6519 0325,Food - Bakery,"Soft and fresh sliced bread, perfect for sandwiches.",7112,419.09,435.06,51.18,3/27/2026,3/21/2023,6/27/2025,Active
3e5f2def-58a6-4279-9db9-d65907f872ee,Chicken Sausage,AE75 9522 3421 0808 3821 697,Food - Meat,"Flavorful chicken sausage, low in fat and fully cooked.",8048,837.39,704.67,74.79,12/12/2022,10/27/2023,1/30/2028,Pending
a0832691-8cc5-45d7-8c02-714a95daace1,Portable Jump Starter,CH48 9856 1JNH L1EY UZ21 X,Automotive,Compact jump starter for emergency vehicle starts.,3887,763.85,795.08,44.7,11/21/2026,7/18/2025,1/1/2028,Inactive
e4ca2a38-b9fc-4c5b-bdf4-4312f30f75b2,Graphic Print Leggings,FR71 5410 0487 81RA OX4H FFJ7 C56,Clothing - Activewear,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",7091,23.39,209.06,93.73,7/28/2024,11/21/2026,3/26/2028,Inactive
e511b9d1-5115-4e79-9aae-21338aa982ec,Dog Training Collar,FR78 7994 8868 22BC 8CBM E06K Q44,Pets,Rechargeable training collar for effective behavior training.,8473,555.58,764.65,36.21,5/2/2024,7/2/2025,5/24/2029,Active
9c1d7978-0879-4b8c-8279-db19e242eca7,Camping Tent,MD78 PJN8 J2FH ALL6 PCT9 ZIMG,Outdoor,Spacious 2-person camping tent with waterproof cover.,7612,787.17,668.73,99.43,6/15/2028,10/9/2030,2/26/2026,Pending
daa67b04-bad1-4572-8368-039ba9871b2d,Athletic Jogging Jacket,PK19 OIVW 44LC H0PF ZQYM 6EV5,Clothing - Outerwear,Designed for comfort and performance during workouts.,7660,118.23,872.48,22.49,4/7/2025,1/26/2030,12/27/2024,Pending
6a2a52b7-050c-466c-85cf-27077f4e1c85,Smart Home Security Camera,CZ23 2364 0997 1324 4861 5028,Smart Home,Wi-Fi camera with motion detection for home security.,7153,66.04,18.52,57.06,11/17/2026,7/5/2023,4/21/2024,Pending
6f278fbd-e005-4b44-a13a-218864cbce6d,Tea Set with Infuser,AL98 3123 9612 TQIW CKK4 ZBZP KAAE,Kitchen,Elegant tea set that includes an infuser for brewing.,2578,546.76,64.15,24.57,6/10/2023,5/3/2024,5/20/2027,Pending
267e9993-8d13-4cde-b488-a0f5834438dd,Heavy Duty Gardening Tool Set,IL67 9297 0379 9724 5322 450,Garden,Comprehensive tool set for gardening enthusiasts.,9262,831.79,719.72,63.88,2/24/2024,12/6/2025,6/30/2025,Pending
761c5297-476b-4631-9914-c3486df91f1f,Plant-Based Protein Bars,CZ14 1785 6507 3368 3387 7013,Health,Nutritious protein bars for on-the-go snacking.,9140,45.55,347.2,6.39,9/18/2022,2/8/2025,7/11/2028,Pending
414631ed-870b-4c89-8e2d-a414afcc7a69,Phone Case,FR09 5849 1421 86NT 6MF5 JDJO A10,Accessories,Rugged phone case for drop protection.,6780,755.87,870.82,95.78,5/12/2029,9/4/2023,8/19/2027,Pending
c9b80ff0-1975-4ccc-a91f-6977b99a9963,Portable Charcoal Grill,MC17 8963 7159 45BO YGQZ ZWHF I06,Outdoor,Compact charcoal grill perfect for tailgating.,2629,115.05,395.86,12.44,11/16/2026,12/26/2022,8/3/2024,Pending
92d60a7a-8444-4b95-9e88-ad1cffc914c5,Electric Screwdriver,AD34 1551 0155 SUDQ LMNM M7EX,Tools,Cordless electric screwdriver for home projects.,6643,859.02,715.47,19.16,12/30/2030,8/15/2023,8/21/2024,Inactive
94c35e5c-8abe-4aec-bf1b-e48bade73704,Trackpad for Laptop,IE71 YOSM 7741 7619 1607 75,Accessories,Wireless trackpad for enhanced laptop navigation.,4828,669.17,622.7,8.39,1/16/2026,2/22/2022,2/5/2026,Inactive
dbdda4fc-7774-480e-8761-19f6ce5a2244,Oven-Baked Parmesan Zucchini,FR74 9872 6777 170K ZYAU 4OCK M11,Food - Frozen Vegetables,"Frozen zucchini slices coated in parmesan cheese, perfect for baking or frying.",7746,216.41,538.88,44.24,2/4/2026,12/29/2023,3/4/2030,Inactive
3708ee79-08c7-4569-bdfe-18c6829c973a,Sweet and Sour Sauce,PL96 3320 0016 1769 9633 3876 8983,Food - Condiments,Perfect dipping sauce or stir-fry addition for a sweet and tangy flavor.,730,317.49,190.24,54.37,5/23/2029,1/13/2026,11/22/2030,Active
aa45a8cb-2a6d-4f4d-8fe6-76fb7627c5d5,Vegetable Pizza Rolls,HU82 8856 3659 9856 3763 4015 7185,Food - Frozen Foods,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks.",6575,812.74,93.76,65.4,9/2/2029,2/20/2022,7/21/2029,Pending
a9878582-dee6-4eca-a03d-08fbf7239500,Inflatable Pool Float,KZ09 607X I8TF GRRA XZI6,Outdoor,Fun inflatable float for lounging in the pool or beach.,9111,930.65,848.74,50.28,12/15/2029,8/18/2029,4/14/2027,Inactive
82b46315-06f1-4bae-b76c-e1ce14ee56e9,Electric Kettle,CZ83 9502 4088 0271 6602 6668,Kitchen,Rapid boil electric kettle with temperature control.,4005,105.8,958.39,77.18,5/19/2026,4/16/2030,8/24/2026,Pending
05394be8-51d7-4988-87a5-5ec6fb8af5ae,Denim Jacket,SE88 9432 9781 4986 5675 3369,Clothing - Outerwear,A classic denim jacket that never goes out of style.,7903,507.89,930.26,45.83,9/8/2023,12/9/2030,10/11/2023,Pending
a177cb04-2167-4403-8af6-efcda385c1e6,Roasted Garlic Mashed Potatoes,MT44 YJTW 8234 8ZRT UNFL MSOG VYUL DAK,Food - Frozen Foods,Creamy mashed potatoes infused with roasted garlic flavor.,5306,506.95,272.14,47.17,6/4/2027,8/26/2028,6/28/2022,Inactive
d33c0872-83b1-4d15-bb07-ca394192a183,Herbed Couscous,LV58 PUCH HTVI QGFS ERGL A,Food - Grains,Quick-cooking couscous flavored with herbs and spices.,9265,261.88,184.69,8.98,2/13/2023,12/25/2023,11/5/2029,Active
0e314aa0-6472-44f5-be9b-a1d8ae20afda,Honey Graham Crackers,AE78 6714 9900 9617 0477 065,Food - Snacks,Sweet and crunchy honey-flavored graham crackers.,2371,182.25,630.02,14.03,3/8/2026,9/26/2030,6/18/2024,Pending
7de1956c-a721-4673-b95d-458736cbf305,Sporty Slide Sandals,IL52 2246 1195 7047 1197 646,Clothing - Footwear,Comfortable slide sandals for lounging by the pool.,2939,769.28,571.44,40.05,12/23/2023,10/10/2029,11/16/2022,Pending
7181d7c3-bfe5-4a2c-8002-a3f4bacc528f,Coconut Milk Yogurt,ME94 3572 1956 8377 3801 11,Food - Dairy Alternatives,Creamy yogurt made with coconut milk,9526,763.27,15.59,54.53,8/10/2027,11/29/2029,4/30/2023,Inactive
3a2f7d74-1f01-4b90-a133-3d7cf11245b3,Reusable Food Storage Bags,LV54 YUSH 52NH QVHU PD9I Y,Kitchen,Eco-friendly silicone bags for food storage and snacks.,7616,821.4,223.58,56.84,1/6/2024,5/15/2025,2/22/2022,Inactive
b5edff00-9382-4e1b-8d9e-67e7676907c2,Vintage Graphic Tee,AL15 3528 2373 VLVI UC72 UGPP NTGR,Clothing - Tops,Retro-style graphic tee with a soft wash for a vintage feel.,6049,966.81,138.62,33.95,9/22/2025,7/13/2025,8/26/2029,Active
8e1df36e-6b40-49bb-9dd5-5e1e35b85481,Herbal Tea Set,LI67 9252 0744 RGYP 2EBA W,Food,Assorted herbal tea bags for relaxation and wellness.,4134,502.83,213.95,35.23,2/18/2029,9/24/2022,1/16/2027,Inactive
4b92ae6f-9b58-41cb-a5fb-52a2c45d2584,Home Delivery Food Journal,FR65 2347 4879 59CE HQVL CQFB D51,Health,Track your meals and nutrition with this handy food journal.,8096,831.45,117.94,74.76,9/13/2026,10/21/2027,9/6/2027,Inactive
189d860f-8841-4417-af2e-1debae444597,Luxury Yoga Mat,BG82 JKDV 9477 46PX V08D TA,Fitness,"High-density, non-slip yoga mat for stability and comfort.",5757,626.36,66.33,80.64,2/25/2027,9/8/2024,11/6/2030,Pending
0fd4610a-6122-48f0-9c2f-92bed8e85634,Spinach and Ricotta Ravioli,AL02 0654 8358 KO7D EBU2 Q8R5 R34U,Food - Pasta,Delicious ravioli filled with creamy ricotta and fresh spinach.,339,989.46,623.9,70.75,1/28/2024,11/22/2025,11/16/2030,Pending
162733b4-1026-4872-8c28-6340f3c48da7,Coconut Rice,PL13 2313 7202 1668 9894 6855 8677,Food - Frozen,Fluffy rice cooked with coconut milk for a tropical twist.,7728,454.49,731.44,84.81,5/24/2024,5/22/2028,11/20/2030,Inactive
81e302de-0d1e-43a5-b7ee-df0005b6d714,Herbal Tea Variety Pack,LT58 6280 0535 1510 4679,Food - Beverages,"Assorted herbal teas, perfect for a warm and relaxing drink.",5083,396.72,668.21,20.54,11/15/2028,12/2/2023,10/23/2030,Inactive
ad0e5eb3-074e-4d4e-897b-3553246ae41f,Honey Mustard Sauce,NO09 2188 5648 255,Food - Condiments,Creamy honey mustard sauce for dipping or dressing.,7307,980.97,545.54,10.32,7/28/2029,2/15/2028,10/13/2022,Pending
889970b6-8643-4c53-b9c5-9324f5ed7444,Children's Art Set,KZ31 390B MARS PIJF WCBB,Toys,All-in-one art set for kids to unleash creativity.,4158,438.98,967.88,41.05,9/8/2024,9/26/2023,9/30/2026,Inactive
ddd7fa90-b0d8-4b53-b71a-b49f92dd2598,Chiffon Blouse,MK42 424L MJES AQQN E44,Clothing - Shirts,Elegant chiffon blouse perfect for work or outings.,6580,179.31,104.78,58.65,4/29/2029,7/23/2028,2/27/2030,Pending
23d21b44-2be9-4be7-a869-92db716cad2f,Children's Musical Instrument Set,GI42 YGHA 0CCY 1NZP G2QW CNF,Toys,Fun instruments to introduce kids to music.,7782,551.67,883.24,72.38,4/10/2024,6/18/2027,12/25/2024,Active
651999bb-1d5a-4901-9293-b36f585a25b6,Cranberry Almond Granola,LB45 3381 4BCX IFQP UDSD HQD3 IMIC,Food - Breakfast,"Crunchy granola with oats, almonds, and dried cranberries.",6333,17.37,783.76,25.28,11/10/2029,1/14/2024,7/1/2028,Inactive
13ed8343-cce3-48b4-b137-9284fa2d59cf,Creamy Avocado Dip,FR71 4655 2021 30WF XN7L ZFP7 983,Food - Snacks,"Rich and creamy dip made with real avocado, great for chips.",7987,991.98,670.3,77.43,9/20/2028,9/18/2028,10/5/2026,Inactive
57aa403d-c4f1-4fe1-b723-bc1c29ecd0c7,Smartphone Tripod with Bluetooth Remote,EE88 6166 9731 7173 4453,Photography,Tripod with wireless remote for effortless photo-taking.,1862,540.3,940.46,76.85,2/27/2025,4/12/2024,12/23/2027,Pending
e64a6e68-dab3-4ed3-bf72-d3eb9eed3f42,Dark Chocolate Raisins,BA55 0538 3933 9709 6560,Food - Snacks,Juicy raisins coated in rich dark chocolate.,1884,178.55,715.14,9.05,11/18/2022,3/28/2028,9/26/2022,Inactive
486f5748-68b3-40b9-8885-a77952a6b12f,Caraway Rye Bread,CR16 4662 9945 8842 7531 3,Food - Bakery,Artisan bread with caraway seeds for added flavor.,1783,873.36,795.9,3.04,9/8/2023,3/14/2027,7/4/2025,Active
f6122007-030c-4fa5-9816-abfde52bc3ad,Peach & Mango Salsa,FR75 2996 0947 85OU BGC1 SJFY A76,Food - Snacks,"A zesty salsa made with peaches and mangos, great for chips.",5945,777.45,432.18,90.54,5/8/2029,12/10/2022,9/13/2028,Pending
3077470e-b3e4-4536-b960-9a6bea9b5840,Floral Summer Dress,AT50 8702 2095 2142 4396,Clothing - Dresses,Light and breezy dress perfect for summer outings with a vibrant floral pattern.,1111,109.74,636.57,26.9,4/5/2026,3/13/2030,5/7/2030,Inactive
5f656f92-d43f-4d7b-9935-1dd17782e557,Compressible Packing Cubes,BH49 XPVS VDKS 4OIB BBPI 96,Travel,Organizational cubes for easy packing and travel.,8718,75.66,423.71,28.28,8/13/2025,11/27/2022,6/5/2028,Active
ea5e6ef1-aa50-4ba9-8fc5-c99eabdd2ce2,Laptop Stand,BE88 1447 4700 3326,Accessories,Adjustable laptop stand for better ergonomics.,7903,183.39,270.32,88.95,8/30/2030,12/8/2027,3/29/2022,Inactive
cbbc181b-d4c7-4dd3-b374-318b38651cd3,Toy Building Set,FR17 9739 0464 008W FHRP 5PWL 786,Toys,Creative building set for kids to spark imagination.,4924,622.83,87.45,95.29,8/11/2029,2/21/2026,3/9/2028,Active
0e55c343-39a2-4e6b-a829-9e11856680c6,Hot Salsa,LI13 6141 1RYG NZDN 01BF L,Food - Dips,Spicy salsa made with fresh ingredients.,6060,166.13,407.68,54.53,3/2/2027,5/4/2022,2/19/2026,Pending
86222cc3-342c-4b3f-a5d5-04c90a582766,Digital Photo Frame,IS58 7364 1368 3591 1225 4338 48,Home,Wi-Fi-enabled digital frame for displaying photos.,5218,491.85,853.68,61.53,6/25/2023,9/30/2029,12/26/2029,Active
503b66a0-dd1d-4789-96da-35b85a499c30,Electric Food Steamer,LI51 4652 74AG GLYG Y41Y E,Kitchen,Electric food steamer for healthy cooking.,8994,764.92,480.45,72.0,10/1/2025,10/25/2029,11/19/2028,Active
58134932-f28e-410c-9395-a5eea02a9879,Pasta Portion Control Measure,DK88 9891 9304 5737 31,Kitchen,Tool for measuring perfect pasta portions every time.,716,474.49,101.53,61.26,7/2/2028,9/29/2030,10/30/2028,Inactive
